Player,Runs,Balls,4s,6s,SR,Dismissal,Wicket_Taker,MatchID,Team,Match,Date,Teams
Praveen Kumar,1,2,0,0,50.00,Bowled,Har,175,Royal Challengers Bengaluru,1st Semi Final,2010-04-21,Royal Challengers Bengaluru v Mumbai Indians
Vinay Kumar,8,8,0,0,100.00,Bowled,Malinga,175,Royal Challengers Bengaluru,1st Semi Final,2010-04-21,Royal Challengers Bengaluru v Mumbai Indians
Dale Steyn,5,5,1,0,100.00,Bowled,Fernando,175,Royal Challengers Bengaluru,1st Semi Final,2010-04-21,Royal Challengers Bengaluru v Mumbai Indians
Anil Kumble,1,2,0,0,50.00,Not out,Not applicable,175,Royal Challengers Bengaluru,1st Semi Final,2010-04-21,Royal Challengers Bengaluru v Mumbai Indians
Murali Vijay,15,10,1,1,150.00,LBW,Harris,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Matthew Hayden,8,9,2,0,88.89,Catch Out,Harris,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Suresh Raina,2,4,0,0,50.00,Catch Out,Symonds,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Subramaniam Badrinath,37,41,3,1,90.24,Run out,Not applicable,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
M S Dhoni,30,32,3,0,93.75,Catch Out,Harmeet Singh,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Albie Morkel,4,4,0,0,100.00,Catch Out,Ojha,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Srikkanth Anirudha,24,15,1,2,160.00,Catch Out,Not applicable,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Ravichandran Ashwin,6,5,1,0,120.00,Not out,Not applicable,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Shadab Jakati,0,0,0,0,0.00,Not out,Not applicable,176,Deccan Chargers,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Adam Gilchrist,15,20,1,1,75.00,Catch Out,Bollinger,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Herschelle Gibbs,18,26,1,0,69.23,Bowled,Jakati,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Tirumalasetti Suman,4,4,1,0,100.00,Catch Out,Bollinger,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Rohit Sharma,2,5,0,0,40.00,Catch Out,Morkel,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Andrew Symonds,23,22,3,0,104.55,Catch Out,Ashwin,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Mohnish Mishra,2,5,0,0,40.00,Stumped Out,Jakati,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Bodapati Sumanth,16,18,2,0,88.89,Bowled,Bollinger,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Ryan Harris,15,8,1,1,187.50,Catch Out,Bollinger,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Harmeet Singh,0,1,0,0,0.00,LBW,Muralitharan,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
R P Singh,0,3,0,0,0.00,Not out,Not applicable,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Pragyan Ojha,1,4,0,0,25.00,Catch Out,Raina,176,Chennai Super Kings,2nd Semi Final,2010-04-22,Chennai Super Kings v Deccan Chargers
Adam Gilchrist,4,4,1,0,100.00,Catch Out,Kum,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Mohnish Mishra,0,1,0,0,0.00,LBW,Kumar,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Anirudh Singh,40,39,4,1,102.56,Bowled,Kallis,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Rohit Sharma,0,4,0,0,0.00,Catch Out,Kumar,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Andrew Symonds,2,8,0,0,25.00,Catch Out,Steyn,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Dwayne Smith,5,10,1,0,50.00,Bowled,Kum,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Yalaka Venugopal Rao,24,27,2,1,88.89,Catch Out,Doshi,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Ryan Harris,3,10,0,0,30.00,LBW,Kum,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Rahul Sharma,0,6,0,0,0.00,Bowled,Kallis,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Harmeet Singh,0,0,0,0,0.00,Not out,Not applicable,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Pragyan Ojha,0,2,0,0,0.00,Catch Out,Kum,177,Deccan Chargers,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Jacques Kallis,19,32,3,0,59.38,Caught  Bowled,Sharma,177,Royal Challengers Bengaluru,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Rahul Dravid,35,30,5,0,116.67,Not out,Not applicable,177,Royal Challengers Bengaluru,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Kevin Pietersen,29,21,1,2,138.10,Not out,Not applicable,177,Royal Challengers Bengaluru,Play Off 3rd Match,2010-04-24,Royal Challengers Bengaluru v Deccan Chargers
Murali Vijay,26,19,1,2,136.84,Catch Out,Fernando,178,Mumbai Indians,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Matthew Hayden,17,31,1,1,54.84,Catch Out,Pollard,178,Mumbai Indians,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Suresh Raina,57,35,3,3,162.86,Not out,Not applicable,178,Mumbai Indians,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Subramaniam Badrinath,14,11,2,0,127.27,Catch Out,Fernando,178,Mumbai Indians,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
M S Dhoni,22,15,2,1,146.67,Catch Out,Khan,178,Mumbai Indians,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Albie Morkel,15,6,1,1,250.00,Run out,Not applicable,178,Mumbai Indians,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Srikkanth Anirudha,6,3,1,0,200.00,Not out,Not applicable,178,Mumbai Indians,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Shikhar Dhawan,0,8,0,0,0.00,Catch Out,Bollinger,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Sachin Tendulkar,48,45,7,0,106.67,Catch Out,Jakati,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Abhishek Nayar,27,26,1,2,103.85,Run out,Not applicable,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Harbhajan Singh,1,2,0,0,50.00,LBW,Raina,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Ambati Rayudu,21,14,1,1,150.00,Run out,Not applicable,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Saurabh Tiwary,0,2,0,0,0.00,Catch Out,Jakati,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Jean-Paul Duminy,6,7,0,0,85.71,Catch Out,Muralitharan,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Kieron Pollard,27,10,3,2,270.00,Catch Out,Morkel,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Zaheer Khan,1,3,0,0,33.33,Run out,Not applicable,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Lasith Malinga,1,1,0,0,100.00,Not out,Not applicable,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Dilhara Fernando,2,2,0,0,100.00,Not out,Not applicable,178,Chennai Super Kings,Final,2010-04-25,Chennai Super Kings v Mumbai Indians
Srikkanth Anirudha,64,55,6,2,116.36,Bowled,Kallis,179,Kolkata Knight Riders,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Murali Vijay,4,4,1,0,100.00,Catch Out,Iq,179,Kolkata Knight Riders,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Suresh Raina,33,29,4,0,113.79,Catch Out,Pathan,179,Kolkata Knight Riders,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
M S Dhoni,29,21,1,1,138.10,Catch Out,Kallis,179,Kolkata Knight Riders,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Albie Morkel,15,9,1,1,166.67,Not out,Not applicable,179,Kolkata Knight Riders,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Scott Styris,5,2,1,0,250.00,Not out,Not applicable,179,Kolkata Knight Riders,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Manvinder Bisla,27,29,3,0,93.10,Stumped Out,Jakati,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Jacques Kallis,54,42,7,0,128.57,Catch Out,Ashwin,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Yusuf Pathan,11,12,0,1,91.67,Run out,Not applicable,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Manoj Tiwary,27,15,1,2,180.00,Stumped Out,Kaluhalamulla,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Eoin Morgan,6,6,1,0,100.00,Stumped Out,Raina,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Gautam Gambhir,1,2,0,0,50.00,Run out,Not applicable,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Laxmi Shukla,14,10,2,0,140.00,Catch Out,Southee,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Rajat Bhatia,0,1,0,0,0.00,Not out,Not applicable,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Iqbal Abdulla,3,3,0,0,100.00,Not out,Not applicable,179,Chennai Super Kings,1,2011-04-08,Chennai Super Kings v Kolkata Knight Riders
Shikhar Dhawan,24,15,2,1,160.00,Catch Out,Singh,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Ishank Jaggi,25,28,3,0,89.29,Catch Out,Warne,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Kumar Sangakkara,0,3,0,0,0.00,Catch Out,Trivedi,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Bharat Chipli,6,9,1,0,66.67,Bowled,Trivedi,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Jean-Paul Duminy,14,17,0,1,82.35,Catch Out,Warne,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Dan Christian,26,19,1,2,136.84,Catch Out,Not applicable,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Dwaraka Ravi Teja,28,20,2,1,140.00,Catch Out,Singh,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Dale Steyn,7,6,1,0,116.67,Catch Out,Singh,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Amit Mishra,2,2,0,0,100.00,Not out,Not applicable,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Ishant Sharma,1,1,0,0,100.00,Not out,Not applicable,180,Rajasthan Royals,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Amit Paunikar,20,19,4,0,105.26,Catch Out,Steyn,180,Deccan Chargers,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Rahul Dravid,28,35,2,0,80.00,Bowled,Steyn,180,Deccan Chargers,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Johan Botha,67,47,8,1,142.55,Not out,Not applicable,180,Deccan Chargers,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Ross Taylor,21,14,1,2,150.00,Not out,Not applicable,180,Deccan Chargers,2,2011-04-09,Deccan Chargers v Rajasthan Royals
Brendon McCullum,45,32,4,2,140.63,Catch Out,Kohli,181,Royal Challengers Bengaluru,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
V V S Laxman,36,29,2,2,124.14,Catch Out,Dilshan,181,Royal Challengers Bengaluru,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Mahela Jayawardene,18,18,2,0,100.00,Stumped Out,Vettori,181,Royal Challengers Bengaluru,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Bradley Hodge,27,21,3,0,128.57,Bowled,Khan,181,Royal Challengers Bengaluru,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Ravindra Jadeja,23,16,2,1,143.75,Not out,Not applicable,181,Royal Challengers Bengaluru,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Raiphi Gomez,0,1,0,0,0.00,Catch Out,Nannes,181,Royal Challengers Bengaluru,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Parthiv Patel,1,4,0,0,25.00,Not out,Not applicable,181,Royal Challengers Bengaluru,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Mayank Agarwal,33,24,2,2,137.50,Catch Out,Jadeja,181,Kochi Tuskers Kerala,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Tillakaratne Dilshan,1,4,0,0,25.00,Catch Out,Sreesanth,181,Kochi Tuskers Kerala,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Virat Kohli,23,18,4,0,127.78,LBW,Vinay Kumar,181,Kochi Tuskers Kerala,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
AB de Villiers,54,40,1,5,135.00,Not out,Not applicable,181,Kochi Tuskers Kerala,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Saurabh Tiwary,26,24,2,0,108.33,Catch Out,Gomez,181,Kochi Tuskers Kerala,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
Asad Pathan,12,4,3,0,300.00,Not out,Not applicable,181,Kochi Tuskers Kerala,3,2011-04-09,Kochi Tuskers Kerala v Royal Challengers Bengaluru
David Warner,1,3,0,0,33.33,Bowled,Malinga,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Virender Sehwag,19,16,2,1,118.75,Run out,Not applicable,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Unmukt Chand,0,2,0,0,0.00,Bowled,Malinga,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Aaron Finch,8,12,1,0,66.67,Catch Out,Har,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Naman Ojha,29,30,2,1,96.67,Catch Out,Murtaza,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Yalaka Venugopal Rao,26,25,3,0,104.00,Bowled,Malinga,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Irfan Pathan,0,1,0,0,0.00,Run out,Not applicable,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Roelof van der Merwe,8,6,1,0,133.33,Not out,Not applicable,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Morne Morkel,0,2,0,0,0.00,Bowled,Malinga,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Umesh Yadav,0,4,0,0,0.00,Catch Out,s,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
Ashok Dinda,0,5,0,0,0.00,Catch Out,Malinga,182,Mumbai Indians,4,2011-04-10,Delhi Capitals v Mumbai Indians
David Jacobs,1,6,0,0,16.67,Bowled,Morkel,182,Delhi Daredevils,4,2011-04-10,Delhi Capitals v Mumbai Indians
Sachin Tendulkar,46,50,3,1,92.00,Not out,Not applicable,182,Delhi Daredevils,4,2011-04-10,Delhi Capitals v Mumbai Indians
Ambati Rayudu,14,15,2,0,93.33,Run out,Not applicable,182,Delhi Daredevils,4,2011-04-10,Delhi Capitals v Mumbai Indians
Rohit Sharma,27,30,3,0,90.00,Not out,Not applicable,182,Delhi Daredevils,4,2011-04-10,Delhi Capitals v Mumbai Indians
Adam Gilchrist,1,3,0,0,33.33,Catch Out,Thomas,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Shaun Marsh,1,3,0,0,33.33,Catch Out,Wagh,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Paul Valthaty,6,6,1,0,100.00,Catch Out,Thomas,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Dinesh Karthik,0,7,0,0,0.00,Catch Out,Wagh,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Abhishek Nayar,12,18,2,0,66.67,Catch Out,Ryder,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Sunny Singh,12,6,3,0,200.00,Run out,Not applicable,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Ryan McLaren,51,43,6,1,118.60,Not out,Not applicable,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Piyush Chawla,15,28,0,0,53.57,Catch Out,Wagh,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Praveen Kumar,3,5,0,0,60.00,Catch Out,Parnell,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Nathan Rimmington,1,1,0,0,100.00,Not out,Not applicable,183,Kings XI Punjab,5,2011-04-10,Pune Warriors v Punjab Kings
Graeme Smith,0,1,0,0,0.00,Catch Out,Kumar,183,Pune Warriors,5,2011-04-10,Pune Warriors v Punjab Kings
Jesse Ryder,31,17,6,0,182.35,Catch Out,McLaren,183,Pune Warriors,5,2011-04-10,Pune Warriors v Punjab Kings
Mithun Manhas,35,32,5,1,109.38,Catch Out,Nayar,183,Pune Warriors,5,2011-04-10,Pune Warriors v Punjab Kings
Robin Uthappa,22,14,1,2,157.14,Not out,Not applicable,183,Pune Warriors,5,2011-04-10,Pune Warriors v Punjab Kings
Yuvraj Singh,21,15,2,1,140.00,Not out,Not applicable,183,Pune Warriors,5,2011-04-10,Pune Warriors v Punjab Kings
Jacques Kallis,53,45,7,1,117.78,Catch Out,Duminy,184,Deccan Chargers,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Manvinder Bisla,19,21,3,0,90.48,LBW,Mishra,184,Deccan Chargers,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Gautam Gambhir,29,18,4,0,161.11,Bowled,Mishra,184,Deccan Chargers,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Manoj Tiwary,30,21,2,2,142.86,Not out,Not applicable,184,Deccan Chargers,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Yusuf Pathan,22,15,4,0,146.67,Catch Out,Steyn,184,Deccan Chargers,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Shikhar Dhawan,7,7,1,0,100.00,Run out,Not applicable,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Ishank Jaggi,3,9,0,0,33.33,Bowled,Iq,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Bharat Chipli,48,40,6,1,120.00,Catch Out,Bhatia,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Kumar Sangakkara,16,15,2,0,106.67,Catch Out,Bhatia,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Jean-Paul Duminy,6,8,0,0,75.00,Catch Out,Iq,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Dan Christian,25,13,1,2,192.31,Catch Out,Iq,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Dwaraka Ravi Teja,14,10,1,1,140.00,Catch Out,Unadkat,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Dale Steyn,13,12,1,0,108.33,Bowled,Unadkat,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Amit Mishra,12,5,1,1,240.00,Not out,Not applicable,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
Ishant Sharma,1,1,0,0,100.00,Not out,Not applicable,184,Kolkata Knight Riders,6,2011-04-11,Kolkata Knight Riders v Deccan Chargers
David Warner,54,44,6,1,122.73,Catch Out,Singh,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Virender Sehwag,4,2,1,0,200.00,Catch Out,Tait,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Aaron Finch,11,14,1,1,78.57,Catch Out,Tait,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Unmukt Chand,2,10,0,0,20.00,Catch Out,Warne,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Naman Ojha,0,2,0,0,0.00,Catch Out,Warne,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Yalaka Venugopal Rao,60,40,4,4,150.00,Catch Out,Trivedi,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Irfan Pathan,9,6,2,0,150.00,Not out,Not applicable,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Roelof van der Merwe,2,3,0,0,66.67,Not out,Not applicable,185,Delhi Daredevils,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Amit Paunikar,5,8,1,0,62.50,Bowled,Dinda,185,Rajasthan Royals,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Rahul Dravid,38,31,6,1,122.58,Catch Out,van der Merwe,185,Rajasthan Royals,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Johan Botha,39,32,4,0,121.88,Not out,Not applicable,185,Rajasthan Royals,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Ashok Menaria,22,15,0,3,146.67,Catch Out,Pathan,185,Rajasthan Royals,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Ajinkya Rahane,18,17,1,1,105.88,Bowled,Morkel,185,Rajasthan Royals,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Ross Taylor,18,10,1,1,180.00,Not out,Not applicable,185,Rajasthan Royals,7,2011-04-12,Rajasthan Royals v Delhi Capitals
Mayank Agarwal,0,1,0,0,0.00,Bowled,Malinga,186,Mumbai Indians,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
Tillakaratne Dilshan,59,52,4,2,113.46,Not out,Not applicable,186,Mumbai Indians,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
Virat Kohli,12,19,2,0,63.16,Catch Out,s,186,Mumbai Indians,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
AB de Villiers,38,36,3,1,105.56,Caught  Bowled,Pollard,186,Mumbai Indians,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
Asad Pathan,0,2,0,0,0.00,Bowled,Malinga,186,Mumbai Indians,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
Saurabh Tiwary,16,10,3,0,160.00,Not out,Not applicable,186,Mumbai Indians,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
David Jacobs,22,16,2,2,137.50,Bowled,Nannes,186,Royal Challengers Bengaluru,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
Sachin Tendulkar,55,46,7,0,119.57,Not out,Not applicable,186,Royal Challengers Bengaluru,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
Ambati Rayudu,63,50,9,0,126.00,Not out,Not applicable,186,Royal Challengers Bengaluru,8,2011-04-12,Royal Challengers Bengaluru v Mumbai Indians
Brendon McCullum,0,1,0,0,0.00,Catch Out,Thomas,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
V V S Laxman,0,3,0,0,0.00,Bowled,Parnell,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Parthiv Patel,21,19,4,0,110.53,Catch Out,Parnell,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Mahela Jayawardene,2,3,0,0,66.67,Catch Out,Parnell,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Bradley Hodge,39,36,2,2,108.33,Catch Out,Sharma,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Ravindra Jadeja,47,33,3,3,142.42,Catch Out,Ryder,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Raiphi Gomez,26,18,3,0,144.44,Not out,Not applicable,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Vinay Kumar,1,1,0,0,100.00,Run out,Not applicable,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Sreesanth,1,6,0,0,16.67,Run out,Not applicable,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
R P Singh,0,1,0,0,0.00,Not out,Not applicable,187,Kochi Tuskers Kerala,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Jesse Ryder,17,10,3,0,170.00,Caught  Bowled,Vinay Kumar,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Graeme Smith,24,24,3,0,100.00,Catch Out,Jadeja,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Mithun Manhas,12,19,1,0,63.16,Catch Out,Hodge,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Yuvraj Singh,8,12,0,0,66.67,Catch Out,Hodge,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Robin Uthappa,31,13,3,2,238.46,Bowled,Muralitharan,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Mohnish Mishra,37,21,2,2,176.19,Not out,Not applicable,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Wayne Parnell,1,5,0,0,20.00,Run out,Not applicable,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
Rahul Sharma,10,9,0,1,111.11,Not out,Not applicable,187,Pune Warriors,10,2011-04-13,Pune Warriors v Kochi Tuskers Kerala
